partition	root_module	action	source	action_wall_seconds	yosys_seconds
data_memory_interface	data_memory_interface	reuse	base_cache	0.004636	0.000000
singlecycle_ctlpath	singlecycle_ctlpath	reuse	base_cache	0.007996	0.000000
singlecycle_datapath	singlecycle_datapath	reuse	base_cache	0.034358	0.000000
