partition	root_module	action	source	action_wall_seconds	yosys_seconds
data_memory_interface	data_memory_interface	reuse	base_cache	0.004715	0.000000
singlecycle_ctlpath	singlecycle_ctlpath	reuse	base_cache	0.006953	0.000000
singlecycle_datapath	singlecycle_datapath	reuse	base_cache	0.022138	0.000000
